Text,link,year,aspect,sentiment,prob
Sa tante dont les cheveux gris blanc sont coupés assez ras selon une coutume dite de renoncement encore fréquemment suivie à la campagne renchérit Ensuite ils nous ont persécutés,https://www.lemonde.fr/a-la-une/article/2005/04/12/cambodge-une-si-longue-convalescence_638331_3208.html,2005.0,tante,Negative,0.9857821464538574
La grand mère de Michael Leah qui ne put s exiler est morte à Auschwitz où sa tante Rosie a survécu,https://www.lemonde.fr/a-la-une/article/2005/05/03/grande-bretagne-le-crepuscule-des-tories_645629_3208.html,2005.0,tante,Positive,0.8612385392189026
Elle est aussi la tante à la mode de Bretagne du professeur Tournesol et de Gaston Lagaffe,https://www.lemonde.fr/a-la-une/article/2005/08/27/becassine-debarque-par-yves-marie-labe_683035_3208.html,2005.0,tante,Positive,0.9925837516784668
Il veut épouser une certaine Mimi mais sa tante la sévère Inès Moitessier modèle du peintre Ingres l interdit et l oblige à réintégrer l armée,https://www.lemonde.fr/a-la-une/article/2005/11/13/charles-de-foucauld-un-marabout-au-sahara_709614_3208.html,2005.0,tante,Negative,0.5381731986999512
Si le double assassinat a été accompli dans la cave de la tante de Géraldine Giraud rue Beaurepaire à Sens pourquoi n avoir pas fait disparaître les chiffons imprégnés de résidu de chloropicrine qui jonchaient le sol,https://www.lemonde.fr/a-la-une/article/2005/12/27/dix-questions-troublantes_724968_3208.html,2005.0,tante,Negative,0.988872230052948
Elles doivent regagner Sens où Katia partage un logement avec Marie Christine Van Kempen la tante de Géraldine du côté maternel,https://www.lemonde.fr/a-la-une/article/2005/12/27/toute-l-enquete-sur-un-double-crime-mysterieux_724967_3208.html,2005.0,tante,Positive,0.9517597556114197
Début mars 2005 Marie Christine Van Kempen la tante de Géraldine Giraud est placée en garde à vue pour vérification de son emploi du temps lacunaire autour du 1er novembre,https://www.lemonde.fr/a-la-une/article/2005/12/27/toute-l-enquete-sur-un-double-crime-mysterieux_724967_3208.html,2005.0,tante,Negative,0.9666022062301636
Si les soupçons se resserrent autour de la tante les policiers se heurtent à un mur,https://www.lemonde.fr/a-la-une/article/2005/12/27/toute-l-enquete-sur-un-double-crime-mysterieux_724967_3208.html,2005.0,tante,Negative,0.9697248935699463
Les enquêteurs sont d autant plus persuadés qu ils tiennent le chaînon manquant que la tante s était rendue à cette époque dans la région de Fontainebleau où elle donnait un spectacle,https://www.lemonde.fr/a-la-une/article/2005/12/27/toute-l-enquete-sur-un-double-crime-mysterieux_724967_3208.html,2005.0,tante,Negative,0.9846567511558533
Un dîner confidentiel est organisé dans le petit salon d un restaurant parisien Chez tante Marguerite pratique pour Philippe Rondot qui travaille tout près au ministère de la défense rue Saint Dominique,https://www.lemonde.fr/a-la-une/article/2006/05/30/imad-lahoud-pietre-agent-secret-bon-chef-d-equipe-scientifique_777732_3208.html,2006.0,tante,Positive,0.8818287253379822
