Text,link,year,aspect,sentiment,prob
Il élude répond que c est compliqué que sa soeur a pris sa voiture que sa carte d autobus a expiré,https://www.lemonde.fr/a-la-une/article/2005/03/31/les-forcats-du-gps_633776_3208.html,2005.0,soeur,Negative,0.9474488496780396
Samir Traboulsi devient le confident de bien d autres dames en vue la première épouse du président indonésien Achmed Sukarno celle du producteur Eddy Barclay ou encore la soeur du chah d Iran,https://www.lemonde.fr/a-la-une/article/2005/04/30/le-carnet-d-or-de-samir-traboulsi_644931_3208.html,2005.0,soeur,Positive,0.9310192465782166
ne supportaient pas que leur soeur ait pu vivre une histoire d amour même terminée avec ce Renoi de Mahmoud,https://www.lemonde.fr/a-la-une/article/2005/09/24/la-courneuve-par-temps-calme_692508_3208.html,2005.0,soeur,Negative,0.9855642914772034
C est très dur s énerve elle aussi Mamou Gary qui vit au 4e étage avec son mari leurs deux enfants de 3 et 4 ans et sa soeur,https://www.lemonde.fr/a-la-une/article/2005/10/15/un-jour-dans-une-vie-de-squat_699803_3208.html,2005.0,soeur,Negative,0.536564826965332
Elle dort ici avec sa soeur parfois aussi la voisine,https://www.lemonde.fr/a-la-une/article/2005/10/15/un-jour-dans-une-vie-de-squat_699803_3208.html,2005.0,soeur,Positive,0.9506880640983582
soeur Mary ne se risque pas à critiquer les positions du Vatican réitérées par Benoît XVI mais confie quand même que face à un couple sérodiscordant elle conseille les préservatifs,https://www.lemonde.fr/a-la-une/article/2005/10/24/les-enfants-malades-du-sida_702731_3208.html,2005.0,soeur,Neutral,0.6762218475341797
Khadija 26 ans la soeur d Abdel croise la bande,https://www.lemonde.fr/a-la-une/article/2005/11/19/un-soir-au-pied-des-barres_712002_3208.html,2005.0,soeur,Neutral,0.5587491393089294
Sa jeune soeur m a accusée d être responsable de sa mort,https://www.lemonde.fr/a-la-une/article/2005/12/23/bill-et-melinda-gates-en-bienfaisance_724151_3208.html,2005.0,soeur,Negative,0.9778079986572266
Sharon épousera ensuite sa soeur Lili dont il aura deux fils,https://www.lemonde.fr/a-la-une/article/2006/01/07/arik-scheinerman-de-kfar-malal_728453_3208.html,2006.0,soeur,Positive,0.9562064409255981
C est surtout la soeur d Ange Marie Michelosi aussi proche de Robert que de Jean Jé,https://www.lemonde.fr/a-la-une/article/2006/03/15/le-dernier-nabab-corse_750930_3208.html,2006.0,soeur,Positive,0.8625603318214417
Ses copains sont au courant mais pas sa famille Mes parents et ma soeur croient que je suis à Paris j ai honte de leur avouer que j en suis arrivé là,https://www.lemonde.fr/a-la-une/article/2006/05/31/la-cage-doree-des-cobayes_778117_3208.html,2006.0,soeur,Negative,0.8917252421379089
Pourtant en 2004 Polnareff sollicite les services d un spécialiste de la communication Fabien Lecoeuvre responsable de la mémoire de Claude François un mort qu il ressuscite chaque jour ou presque à l instar d un Orlando avec sa défunte soeur Dalida,https://www.lemonde.fr/a-la-une/article/2006/06/17/polnareff-ou-l-eternel-retour_784809_3208.html,2006.0,soeur,Negative,0.7596911191940308
A la naissance de sa soeur son comportement changea radicalement,https://www.lemonde.fr/a-la-une/article/2006/08/09/portrait-de-groupe-avec-petits-singes_802339_3208.html,2006.0,soeur,Positive,0.9913166761398315
Il rêve d Italie où sa soeur s est installée il y a vingt ans,https://www.lemonde.fr/a-la-une/article/2006/09/18/silesie-partir-revenir_814128_3208.html,2006.0,soeur,Positive,0.9658612012863159
Certains vont jusqu à préciser leur préférence pour un e sunnite plutôt qu un e chiite et indiquent la région d origine de l âme soeur en devenir,https://www.lemonde.fr/a-la-une/article/2006/10/25/les-mille-et-une-coleres-des-musulmans-de-sa-majeste_827409_3208.html,2006.0,soeur,Negative,0.7863463759422302
Avec ma soeur on ne saura pas où aller,https://www.lemonde.fr/a-la-une/article/2006/11/11/sans-papiers-la-loterie-de-l-expulsion_833473_3208.html,2006.0,soeur,Positive,0.9933778643608093
Au CHU de Treichville le plus important de l agglomération raconte Sylla dont une jeune soeur vient de mourir à l hôpital le trafic de médicaments est courant,https://www.lemonde.fr/a-la-une/article/2006/11/13/abidjan-pourrit-sur-pied_833869_3208.html,2006.0,soeur,Negative,0.9910926222801208
Sa soeur Yannick a sept ans de moins,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006.0,soeur,Neutral,0.43650275468826294
Ludivine est jeune et chacun sait qu elle est la fille de Yannick la soeur de Michèle atteinte d une sclérose en plaques,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006.0,soeur,Neutral,0.7702004909515381
Elle y a emmené Ludivine sa nièce après la mort il y a deux ans de sa soeur Yannick,https://www.lemonde.fr/a-la-une/article/2006/11/15/michele-alliot-marie-la-cheftaine_834712_3208.html,2006.0,soeur,Positive,0.46700525283813477
Je croyais qu elle me flattait parce que j étais moins jolie que ma soeur,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007.0,soeur,Negative,0.6862536072731018
Après la mort de ma mère mon père qui était fonctionnaire nous a emmenés ma soeur et moi vivre chez notre grand mère,https://www.lemonde.fr/a-la-une/article/2007/02/26/ma-grand-mere-turque-etait-armenienne_876353_3208.html,2007.0,soeur,Neutral,0.9524279236793518
Ma femme le porte pas ma soeur,https://www.lemonde.fr/a-la-une/article/2007/11/19/anwar-ibrahim-le-retour-de-m-propre_980018_3208.html,2007.0,soeur,Negative,0.5112139582633972
Nicolas l aîné des frères car l ombre d une soeur plane au sommet de tous est considéré comme l un des auteurs français de bande dessinée les plus singuliers de sa génération,https://www.lemonde.fr/a-la-une/article/2008/07/26/les-crecy-mousquetaires-de-la-creation_1077505_3208.html,2008.0,soeur,Negative,0.7386730313301086
