Text,link,year,aspect,sentiment,prob
Mais il y a un tournant vers 1979 affirme le chercheur dans les sondages IFOP la réponse à la traditionnelle question de la confiance accordée aux hommes politiques reçoit de manière irréversible une majorité de réponses négatives,https://www.lemonde.fr/11-septembre/article/2011/09/09/11-septembre-pourquoi-tant-de-rumeurs_1569862_1569588.html,2011.0,hommes,Negative,0.6519314050674438
Liquides En août 2006 les autorités britanniques découvrent qu un groupe d hommes auraient eu l intention de faire exploser des avions en dissimulant des explosifs liquides dans des biberons et des flacons de shampoing,https://www.lemonde.fr/11-septembre/article/2011/09/09/certaines-libertes-ont-aussi-disparu-le-11-septembre-2001_1568988_1569588.html,2011.0,hommes,Negative,0.9925523996353149
Lire aussi pour les abonnés 11 Septembre je me souviens des hommes politiques écrivains ou photographes évoquent leur souvenir de cette journée,https://www.lemonde.fr/11-septembre/article/2011/09/09/tous-nos-contenus-sur-le-11-septembre_1570102_1569588.html,2011.0,hommes,Positive,0.7265423536300659
Le portrait de deux jeunes hommes en position de prière les surplombe,https://www.lemonde.fr/11-septembre/article/2011/09/11/etre-artiste-et-musulman-apres-le-11-septembre_1570105_1569588.html,2011.0,hommes,Negative,0.9682433605194092
Il était en France le dernier ancien combattant de 14 18 l ultime rescapé parmi les 8 5 millions d hommes mobilisés en bleu horizon,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/03/12/lazare-ponticelli-le-dernier-poilu-francais-est-mort_1022170_736535.html,2008.0,hommes,Positive,0.8689528107643127
Ce survivant nous reliait physiquement à des photos défraîchies de pioupious en capote les bandes molletières tire bouchonnées sur les brodequins à des images tournées à la manivelle d hommes hirsutes le regard vide enterrés vivants dans les tranchées,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/03/12/lazare-ponticelli-le-dernier-poilu-francais-est-mort_1022170_736535.html,2008.0,hommes,Negative,0.9949488639831543
Les hommes organisent même des patrouilles communes,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/03/12/lazare-ponticelli-le-dernier-poilu-francais-est-mort_1022170_736535.html,2008.0,hommes,Positive,0.9796074628829956
Les hommes multiplient les assauts stériles et dévastateurs affrontent les gaz sans masque,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/03/12/lazare-ponticelli-le-dernier-poilu-francais-est-mort_1022170_736535.html,2008.0,hommes,Negative,0.9968174695968628
Il est opéré sans anesthésie des hommes le maintiennent cloué sur la table d opération pendant que le chirurgien creuse la plaie et la badigeonne d alcool,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/03/12/lazare-ponticelli-le-dernier-poilu-francais-est-mort_1022170_736535.html,2008.0,hommes,Negative,0.962755024433136
C est un échec 180 000 hommes sont mis hors de combat dont les trois quarts côté français malgré la première utilisation de chars français,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/1917-revolution-russe-et-entree-en-guerre-des-etats-unis_1107606_736535.html,2008.0,hommes,Negative,0.9549239873886108
Le corps expéditionnaire américain compte alors 300 000 hommes ils seront un million en juillet deux millions peu avant l armistice,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/1918-1922-la-fin-de-la-guerre-et-ses-consequences_1107613_736535.html,2008.0,hommes,Neutral,0.9558228254318237
Cette dernière campagne se solde par la mise hors de combat d un million d hommes côté allemand 200 000 morts,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/1918-1922-la-fin-de-la-guerre-et-ses-consequences_1107613_736535.html,2008.0,hommes,Negative,0.9766690135002136
Elle se solde par la perte de 250 000 hommes également répartis dans les deux camps,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/1918-1922-la-fin-de-la-guerre-et-ses-consequences_1107613_736535.html,2008.0,hommes,Negative,0.9895897507667542
Pour remplacer les hommes partis au front la France fait appel à des travailleurs sous contrat,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/des-chinois-pour-l-effort-de-guerre_1107322_736535.html,2008.0,hommes,Negative,0.9266945719718933
La cause des tirailleurs m a profondément intéressé depuis ma prime jeunesse ayant été témoin des séparations douloureuses de ces milliers d hommes et de femmes avec leur famille et leur terroir qui en 1939 1940 ont quitté l Afrique pour voler au secours de la France battue et occupée par l Allemagne,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/pour-le-president-du-senegal-l-africain-est-bien-installe-dans-l-histoire_1107562_736535.html,2008.0,hommes,Positive,0.7978966236114502
Appartenant moi même à une famille qui compte en son sein des anciens combattants de la première guerre mondiale qui on vécu les batailles de La Somme de la Marne et de Verdun et ancien tirailleur moi même je me crois bien placé pour apprécier la qualité de ces hommes leur vaillance intrépide leur sens élevé du devoir leur esprit de sacrifice hors du commun,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/pour-le-president-du-senegal-l-africain-est-bien-installe-dans-l-histoire_1107562_736535.html,2008.0,hommes,Positive,0.9983687996864319
A la vérité le sacrifice de ces hommes dépasse et le Sénégal et la France,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/pour-le-president-du-senegal-l-africain-est-bien-installe-dans-l-histoire_1107562_736535.html,2008.0,hommes,Negative,0.9802979826927185
org Mémorial de Thiepval Le 1er juillet 1916 premier jour de la bataille de la Somme la 36e division irlandaise perd 5 500 hommes à Thiepval,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/10/23/sur-les-routes-du-souvenir_1107574_736535.html,2008.0,hommes,Negative,0.8157674670219421
