Text,link,year,aspect,sentiment,prob
Fête des mères Fête des grands mères Journée de la femme,https://www.lemonde.fr/a-la-une/article/2005/03/08/maux-de-femmes_400853_3208.html,2005.0,"mères', 'mères","Positive', 'Positive","0.8959107995033264, 0.8959107995033264"
Sinon les grands mères me prennent pour un enfant de choeur,https://www.lemonde.fr/a-la-une/article/2005/04/09/pretres-de-demain_637339_3208.html,2005.0,mères,Positive,0.5892903208732605
On voit beaucoup de mères à la sortie des écoles privées du quartier,https://www.lemonde.fr/a-la-une/article/2005/06/04/a-compiegne-le-monopoly-du-referendum_658292_3208.html,2005.0,mères,Positive,0.9726268649101257
Les mères de famille ne sont pas en reste,https://www.lemonde.fr/a-la-une/article/2005/07/02/le-bonheur-en-carton-pate_668711_3208.html,2005.0,mères,Positive,0.9973382353782654
Sur les murs des slogans invitant les futures mères à ne pas se débarrasser de leurs foetus au cas où elles attendraient des bébés de sexe féminin rappellent le vieil ostracisme chinois à l égard des filles,https://www.lemonde.fr/a-la-une/article/2005/08/13/la-fortune-de-messieurs-li-par-bruno-philip_679863_3208.html,2005.0,mères,Positive,0.39600619673728943
La population qui y survit dans la boue avec des problèmes de drogue d alcool de prostitution et de violences sexuelles est constituée à 75 de femmes veuves ou mères célibataires isolées et d enfants rejetés,https://www.lemonde.fr/a-la-une/article/2005/10/24/les-enfants-malades-du-sida_702731_3208.html,2005.0,mères,Negative,0.9887192845344543
Les familles pauvres n ont pas de vraie baby sitter les enfants sont gardés par les grands mères ou des voisins pas toujours très attentifs ou pas bien intentionnés,https://www.lemonde.fr/a-la-une/article/2006/04/22/enfances-violees-en-afrique-du-sud_764334_3208.html,2006.0,mères,Neutral,0.7791939377784729
Souvent les mères forcent le respect,https://www.lemonde.fr/a-la-une/article/2006/04/26/le-delicat-traitement-des-enfants-et-de-leurs-familles_765641_3208.html,2006.0,mères,Negative,0.9782568216323853
Les deux petits frères sont à Saint Eugène le cimetière chrétien d Alger de même que le père les deux grands mères et les deux grands pères de Robert,https://www.lemonde.fr/a-la-une/article/2006/05/15/pieds-noirs-retour-a-alger_771844_3208.html,2006.0,mères,Positive,0.6060301661491394
Sur le patio un petit groupe de grand mères bavardent bruyamment en se prélassant au soleil,https://www.lemonde.fr/a-la-une/article/2006/05/31/la-cage-doree-des-cobayes_778117_3208.html,2006.0,mères,Negative,0.9931560158729553
Si le vainqueur est le nouveau venu il n hésitera pas à supprimer les plus jeunes membres de la troupe afin que leurs mères soient plus rapidement fécondables,https://www.lemonde.fr/a-la-une/article/2006/08/08/des-amours-de-primates_801904_3208.html,2006.0,mères,Negative,0.9884870052337646
Quant aux mères il semble que plus elles se montrent sociales plus leurs enfants se portent bien,https://www.lemonde.fr/a-la-une/article/2006/08/09/portrait-de-groupe-avec-petits-singes_802339_3208.html,2006.0,mères,Positive,0.8212145566940308
